sample_name	genus	clade	alignment_length	genome_equivalents	depth	Filter size (um)	cell_state	binned_depth	Efficiency	Absolute Genome Equivalent
KJ15	Prochlorococcus	Prochlorococcus subclade AMZ-III	98	0.0002726731637226	5.0	1.2	Free-living	5	6.227376559529008e-06	43.786201318653355
KJ15	Prochlorococcus	Prochlorococcus subclade HLI	1380	0.0038396833258906	5.0	1.2	Free-living	5	6.227376559529008e-06	616.5812022424102
KJ15	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	44885	0.1248870913642027	5.0	1.2	Free-living	5	6.227376559529008e-06	20054.52700192073
KJ15	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	133	0.0003700564364807	5.0	1.2	Free-living	5	6.227376559529008e-06	59.42413036103414
KJ15	Prochlorococcus	Prochlorococcus subclade LLI	222	0.0006176881872084	5.0	1.2	Free-living	5	6.227376559529008e-06	99.18914992593884
KJ15	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	241	0.00067055339242	5.0	1.2	Free-living	5	6.227376559529008e-06	107.67831140609805
KJ15	Prochlorococcus	Prochlorococcus subclade LLVII	727	0.0020227896941467	5.0	1.2	Free-living	5	6.227376559529008e-06	324.8221261088616
KJ15	Prochlorococcus	Prochlorococcus subclade LLVIII	43	0.0001196423065313	5.0	1.2	Free-living	5	6.227376559529008e-06	19.212312823483543
KJ15	Prochlorococcus	unclassified	15447	0.0429794118369798	5.0	1.2	Free-living	5	6.227376559529008e-06	6901.688283361243
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	50	0.0001391189610829	5.0	1.2	Free-living	5	6.227376559529008e-06	22.339898631956494
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	284	0.0007901956989513	5.0	1.2	Free-living	5	6.227376559529008e-06	126.89062422958159
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-II	3223	0.0089676082314097	5.0	1.2	Free-living	5	6.227376559529008e-06	1440.0298658168736
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-III	196	0.0005453463274453	5.0	1.2	Free-living	5	6.227376559529008e-06	87.57240263732275
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-IV	131	0.0003644916780374	5.0	1.2	Free-living	5	6.227376559529008e-06	58.53053441575844
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	84	0.0002337198546194	5.0	1.2	Free-living	5	6.227376559529008e-06	37.53102970170746
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	82	0.0002281550961761	5.0	1.2	Free-living	5	6.227376559529008e-06	36.63743375643177
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-HK1	49	0.0001363365818613	5.0	1.2	Free-living	5	6.227376559529008e-06	21.893100659326677
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-I	106	0.0002949321974959	5.0	1.2	Free-living	5	6.227376559529008e-06	47.360585099772166
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-VI	86	0.0002392846130627	5.0	1.2	Free-living	5	6.227376559529008e-06	38.42462564698315
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-VII	100	0.0002782379221659	5.0	1.2	Free-living	5	6.227376559529008e-06	44.67979726392904
KJ15	Synechococcus	Synechococcus subsubclade 5.2A	80	0.0002225903377327	5.0	1.2	Free-living	5	6.227376559529008e-06	35.743837811140025
KJ15	Synechococcus	Synechococcus subsubclade 5.2B	198	0.0005509110858886	5.0	1.2	Free-living	5	6.227376559529008e-06	88.46599858259844
KJ15	Synechococcus	Synechococcus subsubclade 5.2C	45	0.0001252070649746	5.0	1.2	Free-living	5	6.227376559529008e-06	20.10590876875924
KJ15	Synechococcus	Synechococcus subsubclade 5.3	5425	0.0150944072775047	5.0	1.2	Free-living	5	6.227376559529008e-06	2423.8790015688933
KJ15	Synechococcus	unclassified	1090	0.0030327933516092	5.0	1.2	Free-living	5	6.227376559529008e-06	487.00979017696943
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-I	408	0.0011352107224372	5.0	0.2	Free-living	5	4.73696666688334e-06	239.64929505913227
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-II	212	0.0005898643949918	5.0	0.2	Free-living	5	4.73696666688334e-06	124.52365331502277
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-III	424	0.0011797287899837	5.0	0.2	Free-living	5	4.73696666688334e-06	249.04730663006669
KJ18	Prochlorococcus	Prochlorococcus subclade HLI	95494	0.2657005213931864	5.0	0.2	Free-living	5	4.73696666688334e-06	56090.857309748084
KJ18	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	4612354	12.833317932539732	5.0	0.2	Free-living	5	4.73696666688334e-06	2709184.7663313495
KJ18	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	14331	0.0398742766256074	5.0	0.2	Free-living	5	4.73696666688334e-06	8417.681488952181
KJ18	Prochlorococcus	Prochlorococcus subclade LLI	5458	0.0151862257918195	5.0	0.2	Free-living	5	4.73696666688334e-06	3205.89669713914
KJ18	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	6868	0.0191093804943599	5.0	0.2	Free-living	5	4.73696666688334e-06	4034.0964668288043
KJ18	Prochlorococcus	Prochlorococcus subclade LLIV	2151	0.0059848977057903	5.0	0.2	Free-living	5	4.73696666688334e-06	1263.4451805691149
KJ18	Prochlorococcus	Prochlorococcus subclade LLVII	8103	0.0225456188331098	5.0	0.2	Free-living	5	4.73696666688334e-06	4759.505484961236
KJ18	Prochlorococcus	Prochlorococcus subclade LLVIII	661	0.0018391526655171	5.0	0.2	Free-living	5	4.73696666688334e-06	388.25535302471525
KJ18	Prochlorococcus	unclassified	1569878	4.367995927740934	5.0	0.2	Free-living	5	4.73696666688334e-06	922108.2255609015
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	462	0.0012854592004068	5.0	0.2	Free-living	5	4.73696666688334e-06	271.3675841110701
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	10619	0.029546084954806	5.0	0.2	Free-living	5	4.73696666688334e-06	6237.3428044925795
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-II	180123	0.5011704925430386	5.0	0.2	Free-living	5	4.73696666688334e-06	105799.8773871003
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-III	5220	0.0145240195370644	5.0	0.2	Free-living	5	4.73696666688334e-06	3066.101275021299
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-IV	1024	0.0028491563229796	5.0	0.2	Free-living	5	4.73696666688334e-06	601.472740540559
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	699	0.0019448830759402	5.0	0.2	Free-living	5	4.73696666688334e-06	410.57563050571866
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	720	0.002003313039595	5.0	0.2	Free-living	5	4.73696666688334e-06	422.91052069257404
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-HK1	49	0.0001363365818613	5.0	0.2	Free-living	5	4.73696666688334e-06	28.781410436016827
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-I	930	0.0025876126761436	5.0	0.2	Free-living	5	4.73696666688334e-06	546.2594225612537
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-IX	322	0.0008959261093744	5.0	0.2	Free-living	5	4.73696666688334e-06	189.13498286528358
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-V	50	0.0001391189610829	5.0	0.2	Free-living	5	4.73696666688334e-06	29.36878615918835
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VI	79	0.0002198079585111	5.0	0.2	Free-living	5	4.73696666688334e-06	46.402682131542505
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VII	825	0.0022954628578693	5.0	0.2	Free-living	5	4.73696666688334e-06	484.5849716269139
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VIII	49	0.0001363365818613	5.0	0.2	Free-living	5	4.73696666688334e-06	28.781410436016827
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-XVI	200	0.0005564758443319	5.0	0.2	Free-living	5	4.73696666688334e-06	117.47514463681674
KJ18	Synechococcus	Synechococcus subsubclade 5.2A	233	0.0006482943586467	5.0	0.2	Free-living	5	4.73696666688334e-06	136.8585435018992
KJ18	Synechococcus	Synechococcus subsubclade 5.2B	327	0.0009098380054827	5.0	0.2	Free-living	5	4.73696666688334e-06	192.07186148120454
KJ18	Synechococcus	Synechococcus subsubclade 5.2C	585	0.001627691844671	5.0	0.2	Free-living	5	4.73696666688334e-06	343.61479806272956
KJ18	Synechococcus	Synechococcus subsubclade 5.3	2534	0.007050548947686	5.0	0.2	Free-living	5	4.73696666688334e-06	1488.4100825486425
KJ18	Synechococcus	Synechococcus subsubclade RSCCF101	428	0.0011908583068704	5.0	0.2	Free-living	5	4.73696666688334e-06	251.39680952281606
KJ18	Synechococcus	unclassified	42581	0.1184764896374984	5.0	0.2	Free-living	5	4.73696666688334e-06	25011.04566890468
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-I	335	0.000932097039256	75.0	20.0	Particle-bound	75	3.57403729504552e-05	26.079667398773704
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-II	49	0.0001363365818613	75.0	20.0	Particle-bound	75	3.57403729504552e-05	3.8146379180288768
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-III	49	0.0001363365818613	75.0	20.0	Particle-bound	75	3.57403729504552e-05	3.8146379180288768
KJ21	Prochlorococcus	Prochlorococcus subclade HLI	2294	0.0063827779344877	75.0	20.0	Particle-bound	75	3.57403729504552e-05	178.58733436653765
KJ21	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	78616	0.2187395248900114	75.0	20.0	Particle-bound	75	3.57403729504552e-05	6120.236215588384
KJ21	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	670	0.0018641940785121	75.0	20.0	Particle-bound	75	3.57403729504552e-05	52.15933479755021
KJ21	Prochlorococcus	Prochlorococcus subclade LLI	22358	0.0622084346378711	75.0	20.0	Particle-bound	75	3.57403729504552e-05	1740.5647871695978
KJ21	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1431	0.0039815846661952	75.0	20.0	Particle-bound	75	3.57403729504552e-05	111.40299715715445
KJ21	Prochlorococcus	Prochlorococcus subclade LLIV	1294	0.0036003987128278	75.0	20.0	Particle-bound	75	3.57403729504552e-05	100.73758093735685
KJ21	Prochlorococcus	Prochlorococcus subclade LLVII	5033	0.014003714622614	75.0	20.0	Particle-bound	75	3.57403729504552e-05	391.8178090090592
KJ21	Prochlorococcus	Prochlorococcus subclade LLVIII	590	0.0016416037407793	75.0	20.0	Particle-bound	75	3.57403729504552e-05	45.93135452321552
KJ21	Prochlorococcus	unclassified	31327	0.0871635938769383	75.0	20.0	Particle-bound	75	3.57403729504552e-05	2438.7992256759076
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	72	0.0002003313039595	75.0	20.0	Particle-bound	75	3.57403729504552e-05	5.605182246900658
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	811	0.0022565095487661	75.0	20.0	Particle-bound	75	3.57403729504552e-05	63.136150031063416
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-II	2480	0.0069003004697164	75.0	20.0	Particle-bound	75	3.57403729504552e-05	193.06738850436412
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-III	565	0.0015720442602378	75.0	20.0	Particle-bound	75	3.57403729504552e-05	43.98511068748593
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-IV	149	0.0004145745040273	75.0	20.0	Particle-bound	75	3.57403729504552e-05	11.599613260947235
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	48	0.0001335542026396	75.0	20.0	Particle-bound	75	3.57403729504552e-05	3.736788164598574
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	307	0.0008541904210495	75.0	20.0	Particle-bound	75	3.57403729504552e-05	23.899874302756004
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-HK1	145	0.0004034449871406	75.0	20.0	Particle-bound	75	3.57403729504552e-05	11.288214247228822
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-I	563	0.0015664795017945	75.0	20.0	Particle-bound	75	3.57403729504552e-05	43.82941118062812
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-IX	294	0.0008180194911679	75.0	20.0	Particle-bound	75	3.57403729504552e-05	22.887827508176056
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-VI	50	0.0001391189610829	75.0	20.0	Particle-bound	75	3.57403729504552e-05	3.8924876714563816
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-VII	50	0.0001391189610829	75.0	20.0	Particle-bound	75	3.57403729504552e-05	3.8924876714563816
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-XVI	47	0.000130771823418	75.0	20.0	Particle-bound	75	3.57403729504552e-05	3.658938411171069
KJ21	Synechococcus	Synechococcus subsubclade 5.2A	377	0.0010489569665657	75.0	20.0	Particle-bound	75	3.57403729504552e-05	29.349357042798857
KJ21	Synechococcus	Synechococcus subsubclade 5.2B	193	0.0005369991897803	75.0	20.0	Particle-bound	75	3.57403729504552e-05	15.025002411830194
KJ21	Synechococcus	Synechococcus subsubclade 5.2C	318	0.0008847965924878	75.0	20.0	Particle-bound	75	3.57403729504552e-05	24.75622159047814
KJ21	Synechococcus	Synechococcus subsubclade 5.3	13177	0.0366634110038119	75.0	20.0	Particle-bound	75	3.57403729504552e-05	1025.8262009362984
KJ21	Synechococcus	Synechococcus subsubclade RSCCF101	98	0.0002726731637226	75.0	20.0	Particle-bound	75	3.57403729504552e-05	7.6292758360577535
KJ21	Synechococcus	unclassified	1416	0.0039398489778703	75.0	20.0	Particle-bound	75	3.57403729504552e-05	110.23525085571667
KJ24	Prochlorococcus	Prochlorococcus subclade AMZ-I	32	8.903613509311545e-05	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	7.95296158204607
KJ24	Prochlorococcus	Prochlorococcus subclade AMZ-III	92	0.0002559788883927	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	22.86476454838183
KJ24	Prochlorococcus	Prochlorococcus subclade HLI	1930	0.0053699918978035	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	479.66299541715136
KJ24	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	36922	0.1027310056221252	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	9176.226485384524
KJ24	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	540	0.0015024847796963	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	134.20622669702536
KJ24	Prochlorococcus	Prochlorococcus subclade LLI	7301	0.0203141506973386	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	1814.5178909536967
KJ24	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	531	0.0014774433667013	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	131.96945625206942
KJ24	Prochlorococcus	Prochlorococcus subclade LLVII	997	0.0027740320839948	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	247.78445929061587
KJ24	Prochlorococcus	Prochlorococcus subclade LLVIII	116	0.0003227559897125	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	28.829485734913117
KJ24	Prochlorococcus	unclassified	12497	0.0347713931330832	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	3105.8800278384256
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	50	0.0001391189610829	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	12.426502471938688
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	49	0.0001363365818613	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	12.177972422505094
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	124	0.0003450150234858	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	30.817726130426525
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-II	706	0.0019643597304918	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	175.4622149038861
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-IV	49	0.0001363365818613	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	12.177972422505094
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-I	259	0.0007206362184099	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	64.3692828046851
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-IX	86	0.0002392846130627	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	21.373584251744546
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-V	49	0.0001363365818613	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	12.177972422505094
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-VII	240	0.0006677710131983	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	59.64721186533965
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-VIII	145	0.0004034449871406	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	36.036857168639166
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-XVI	147	0.0004090097455839	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	36.533917267515285
KJ24	Synechococcus	Synechococcus subsubclade 5.2B	43	0.0001196423065313	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	10.686792125867807
KJ24	Synechococcus	Synechococcus subsubclade 5.2C	97	0.000269890784501	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	24.107414795576595
KJ24	Synechococcus	Synechococcus subsubclade 5.3	3944	0.0109737036502264	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	980.2025149871711
KJ24	Synechococcus	Synechococcus subsubclade RSCCF101	36	0.0001001656519797	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	8.947081779796928
KJ24	Synechococcus	unclassified	615	0.0017111632213208	75.0	5.0	Particle-bound	75	1.1195343291248364e-05	152.84598040494677
KJ27	Prochlorococcus	Prochlorococcus subclade AMZ-II	49	0.0001363365818613	75.0	1.2	Free-living	75	6.227376559529008e-06	21.893100659326677
KJ27	Prochlorococcus	Prochlorococcus subclade AMZ-III	145	0.0004034449871406	75.0	1.2	Free-living	75	6.227376559529008e-06	64.78570603270433
KJ27	Prochlorococcus	Prochlorococcus subclade HLI	2997	0.0083387905273145	75.0	1.2	Free-living	75	6.227376559529008e-06	1339.053524000351
KJ27	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	62762	0.174627684709816	75.0	1.2	Free-living	75	6.227376559529008e-06	28041.93435879579
KJ27	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	323	0.0008987084885961	75.0	1.2	Free-living	75	6.227376559529008e-06	144.31574516252982
KJ27	Prochlorococcus	Prochlorococcus subclade LLI	13000	0.0361709298815781	75.0	1.2	Free-living	75	6.227376559529008e-06	5808.373644312558
KJ27	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	821	0.0022843333409827	75.0	1.2	Free-living	75	6.227376559529008e-06	366.82113553696354
KJ27	Prochlorococcus	Prochlorococcus subclade LLVII	1379	0.0038369009466689	75.0	1.2	Free-living	75	6.227376559529008e-06	616.1344042697643
KJ27	Prochlorococcus	Prochlorococcus subclade LLVIII	480	0.0013355420263967	75.0	1.2	Free-living	75	6.227376559529008e-06	214.46302686692042
KJ27	Prochlorococcus	unclassified	22098	0.0614850160402395	75.0	1.2	Free-living	75	6.227376559529008e-06	9873.341599386078
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	440	0.0012242468575303	75.0	1.2	Free-living	75	6.227376559529008e-06	196.59110796134237
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	322	0.0008959261093744	75.0	1.2	Free-living	75	6.227376559529008e-06	143.86894718988395
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-II	3173	0.0088284892703267	75.0	1.2	Free-living	75	6.227376559529008e-06	1417.689967184901
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-III	567	0.0015776090186811	75.0	1.2	Free-living	75	6.227376559529008e-06	253.33445048654946
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-IV	189	0.0005258696728937	75.0	1.2	Free-living	75	6.227376559529008e-06	84.44481682884981
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	372	0.0010350450704574	75.0	1.2	Free-living	75	6.227376559529008e-06	166.2088458218565
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	140	0.0003895330910323	75.0	1.2	Free-living	75	6.227376559529008e-06	62.551716169507074
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-I	280	0.0007790661820647	75.0	1.2	Free-living	75	6.227376559529008e-06	125.10343233903022
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-VII	48	0.0001335542026396	75.0	1.2	Free-living	75	6.227376559529008e-06	21.446302686680802
