taxon_name	reads	percent	sample_name
Prochlorococcus	37146	0.8188691290791349	KJ75
Synechococcus	2411	0.053149557696920105	KJ75
unclassified	4244043	93.55827801605552	KJ75
other_genus	252656	5.569703297168414	KJ75
Prochlorococcus	491554	9.119369732472835	KJ78
Synechococcus	34054	0.6317739594625005	KJ78
unclassified	4246862	78.7883015513841	KJ78
other_genus	617749	11.460554756680573	KJ78
Prochlorococcus	15395	0.43730937841847684	KJ81
Synechococcus	3606	0.1024318037399823	KJ81
unclassified	3303838	93.84860943003206	KJ81
other_genus	197552	5.611649387809479	KJ81
Prochlorococcus	4314	0.12115571430055885	KJ84
Synechococcus	693	0.01946242698430396	KJ84
unclassified	3492637	98.08830100314347	KJ84
other_genus	63063	1.7710808555716602	KJ84
Prochlorococcus	11571	0.3879797691233689	KJ87
Synechococcus	1515	0.050798491938631396	KJ87
unclassified	2860246	95.90507153366515	KJ87
other_genus	109040	3.6561502052728496	KJ87
Prochlorococcus	156716	2.199149954646286	KJ90
Synechococcus	6619	0.09288249795683763	KJ90
unclassified	6192615	86.89916151759815	KJ90
other_genus	770258	10.808806029798737	KJ90
Prochlorococcus	3468	0.09059007364753566	KJ93
Synechococcus	630	0.016456674278531563	KJ93
unclassified	3591375	93.81283902708142	KJ93
other_genus	232761	6.080114224992516	KJ93
Prochlorococcus	1232	0.03408944383847137	KJ96
Synechococcus	210	0.005810700654284894	KJ96
unclassified	3535885	97.83794896655306	KJ96
other_genus	76695	2.1221508889541902	KJ96
Prochlorococcus	4988	0.12504747567302643	KJ99
Synechococcus	569	0.014264637862460312	KJ99
unclassified	3789444	95.00008147640256	KJ99
other_genus	193884	4.860606410061959	KJ99
Prochlorococcus	27477	0.7159777668279008	KJ102
Synechococcus	2118	0.05518946428436489	KJ102
unclassified	3219965	83.90375040812323	KJ102
other_genus	588129	15.325082360764512	KJ102
Prochlorococcus	76823	1.5226172772852886	KJ_22
Synechococcus	1376	0.027272058804584005	KJ_22
unclassified	4683369	92.82348457235886	KJ_22
other_genus	283889	5.6266260915512705	KJ_22
Prochlorococcus	68003	1.1751870884434434	KJ_23
Synechococcus	2097	0.036239097164329534	KJ_23
unclassified	5471348	94.55255688691466	KJ_23
other_genus	245120	4.236016927477565	KJ_23
Prochlorococcus	38227	0.6362115497019574	KJ_25
Synechococcus	1265	0.021053381389409997	KJ_25
unclassified	5814809	96.77580362337848	KJ_25
other_genus	154235	2.566931445530159	KJ_25
Prochlorococcus	20166	0.27734554757660285	KJ_26
Synechococcus	588	0.00808683834052576	KJ_26
unclassified	7168043	98.58300163084573	KJ_26
other_genus	82277	1.1315659832371394	KJ_26
Prochlorococcus	117719	1.5048717633061541	KJ_28
Synechococcus	2537	0.032431974987110944	KJ_28
unclassified	7224458	92.3545294250822	KJ_28
other_genus	477813	6.108166836624533	KJ_28
Prochlorococcus	69121	1.0531077350801994	KJ_29
Synechococcus	1856	0.028277483779297893	KJ_29
unclassified	6151094	93.71630431569861	KJ_29
other_genus	341455	5.202310465441898	KJ_29
Prochlorococcus	951133	13.314555575806903	KJ_31
Synechococcus	4772	0.06680144544217322	KJ_31
unclassified	5534511	77.47555209882806	KJ_31
other_genus	653142	9.143090879922863	KJ_31
Prochlorococcus	729515	8.82647340696925	KJ_32
Synechococcus	6849	0.08286672154010868	KJ_32
unclassified	6815314	82.45915132813613	KJ_32
other_genus	713401	8.631508543354515	KJ_32
Prochlorococcus	573	0.05673104435615215	KJ_105
Synechococcus	215	0.021286517515833703	KJ_105
unclassified	964997	95.54151415454409	KJ_105
other_genus	44244	4.380468283583936	KJ_105
Prochlorococcus	736	0.013074832989437986	KJ_108
Synechococcus	229	0.004068120590463721	KJ_108
unclassified	5549642	98.58782921354702	KJ_108
other_genus	78528	1.3950278328730792	KJ_108
Prochlorococcus	2074	0.03209459145782486	KJ_111
Synechococcus	334	0.005168560051549423	KJ_111
unclassified	6272565	97.06625413097936	KJ_111
other_genus	187175	2.896482717511267	KJ_111
Prochlorococcus	6133	0.07793867765017873	KJ_114
Synechococcus	813	0.01033167209026501	KJ_114
unclassified	7067619	89.81589417826163	KJ_114
other_genus	794442	10.095835471997928	KJ_114
Prochlorococcus	464	0.03411333272556706	KJ_117
Synechococcus	46	0.003381925227103631	KJ_117
unclassified	1324938	97.40959231626589	KJ_117
other_genus	34724	2.5529124257814453	KJ_117
Prochlorococcus	602	0.023340027759900128	KJ_120
Synechococcus	91	0.0035281437311476937	KJ_120
unclassified	2520156	97.70849003202468	KJ_120
other_genus	58411	2.2646417964842627	KJ_120
Prochlorococcus	1566	0.024890179632076737	KJ_123
Synechococcus	345	0.005483468692890469	KJ_123
unclassified	6062125	96.35209463735835	KJ_123
other_genus	227602	3.6175317143166854	KJ_123
Prochlorococcus	4230	0.07537556812329803	KJ_126
Synechococcus	526	0.009372942986490489	KJ_126
unclassified	5062348	90.20741289310675	KJ_126
other_genus	544794	9.707838595783459	KJ_126
Prochlorococcus	36308	0.702442587971222	KJ_34_35
Synechococcus	1267	0.024512359781853545	KJ_34_35
unclassified	4869847	94.2158182688083	KJ_34_35
other_genus	261399	5.0572267834386215	KJ_34_35
Prochlorococcus	19833	0.4092904579583189	KJ_37_38
Synechococcus	832	0.017169851309500394	KJ_37_38
unclassified	4611582	95.16848226150056	KJ_37_38
other_genus	213456	4.405057429231631	KJ_37_38
Prochlorococcus	33414	0.5495154285000075	KJ_40_41
Synechococcus	1145	0.018830285677635377	KJ_40_41
unclassified	5713187	93.95715575524247	KJ_40_41
other_genus	332884	5.47449853057989	KJ_40_41
Prochlorococcus	285274	3.58751105401199	KJ_43_44
Synechococcus	4545	0.05715641011969018	KJ_43_44
unclassified	6712309	84.4117681087101	KJ_43_44
other_genus	949736	11.943564427158211	KJ_43_44
Prochlorococcus	1432	0.10395749938656364	KJ_46_47
Synechococcus	139	0.010090846658332644	KJ_46_47
unclassified	1303601	94.63624312697189	KJ_46_47
other_genus	72314	5.249708526983214	KJ_46_47
Prochlorococcus	827	0.019305758391818653	KJ_49_50
Synechococcus	173	0.0040385685632220395	KJ_49_50
unclassified	4211951	98.3251612626106	KJ_49_50
other_genus	70745	1.6514944104343536	KJ_49_50
Prochlorococcus	1526	0.04166026247057369	KJ_52_53
Synechococcus	169	0.004613751217252263	KJ_52_53
unclassified	3497830	95.49181905468332	KJ_52_53
other_genus	163438	4.461906931628848	KJ_52_53
Prochlorococcus	4054	0.07114789601245353	KJ_55_56
Synechococcus	485	0.008511773449935854	KJ_55_56
unclassified	4993958	87.644204359783	KJ_55_56
other_genus	699493	12.2761359707546	KJ_55_56
Prochlorococcus	17473	1.0028778283243969	KJ_58_59
Synechococcus	2952	0.16943257306779713	KJ_58_59
unclassified	1633836	93.77541919064953	KJ_58_59
other_genus	88025	5.05227040795828	KJ_58_59
Prochlorococcus	1471	0.046254298017920005	KJ_64_65
Synechococcus	239	0.007515144273475786	KJ_64_65
unclassified	3058074	96.15844062328532	KJ_64_65
other_genus	120461	3.7877899344232913	KJ_64_65
Prochlorococcus	4216	0.08523027639798576	KJ_67_68
Synechococcus	466	0.009420614042092355	KJ_67_68
unclassified	4440560	89.76996113895628	KJ_67_68
other_genus	501357	10.13538797060364	KJ_67_68
Prochlorococcus	1003428	13.012991489658047	KJ_70_71
Synechococcus	4530	0.05874746513765906	KJ_70_71
unclassified	6029499	78.19377092716338	KJ_70_71
other_genus	673514	8.734490118040906	KJ_70_71
Prochlorococcus	7649	0.17128721141329528	KJ_94_95
Synechococcus	497	0.011129525960571023	KJ_94_95
unclassified	4278793	95.81677620404339	KJ_94_95
other_genus	178660	4.000807058582734	KJ_94_95
Prochlorococcus	4065	0.07908231058084352	KJ_97_98
Synechococcus	362	0.007042508346928746	KJ_97_98
unclassified	5004013	97.35028541613248	KJ_97_98
other_genus	131774	2.563589764939748	KJ_97_98
Prochlorococcus	10392	0.1549180903393693	KJ_100_101
Synechococcus	2851	0.04250110426843167	KJ_100_101
unclassified	6448495	96.13053608188716	KJ_100_101
other_genus	246323	3.672044723505049	KJ_100_101
Prochlorococcus	64377	0.7473206991012927	KJ_103_104
Synechococcus	3517	0.04082711059445527	KJ_103_104
unclassified	7424182	86.18365072145696	KJ_103_104
other_genus	1122298	13.0282014688473	KJ_103_104
Prochlorococcus	3179	0.11299623796104882	KJ_106_107
Synechococcus	731	0.025983092151471116	KJ_106_107
unclassified	2727219	96.93786948596842	KJ_106_107
other_genus	82239	2.9231511839190607	KJ_106_107
Prochlorococcus	993	0.023470743942219898	KJ_109_110
Synechococcus	276	0.006523590461281663	KJ_109_110
unclassified	4158099	98.2816484545827	KJ_109_110
other_genus	71431	1.688357211013806	KJ_109_110
Prochlorococcus	2273	0.046340894055093264	KJ_112_113
Synechococcus	316	0.006442464813642531	KJ_112_113
unclassified	4752213	96.8859653146665	KJ_112_113
other_genus	150153	3.0612513264647685	KJ_112_113
Prochlorococcus	4821	0.07202294695011727	KJ_115_116
Synechococcus	692	0.010338079089292917	KJ_115_116
unclassified	6009660	89.78083869907525	KJ_115_116
other_genus	678527	10.13680027488534	KJ_115_116
Prochlorococcus	3951	0.18233362114756194	KJ_118_119
Synechococcus	142	0.006553119261694203	KJ_118_119
unclassified	2083741	96.16199495409818	KJ_118_119
other_genus	79073	3.6491183054925753	KJ_118_119
Prochlorococcus	214	0.018601901914083552	KJ_121_122
Synechococcus	88	0.007649380226352115	KJ_121_122
unclassified	1128011	98.05210271031449	KJ_121_122
other_genus	22107	1.9216460075450705	KJ_121_122
Prochlorococcus	1565	0.02483233020239698	KJ_124_125
Synechococcus	374	0.005934371562745348	KJ_124_125
unclassified	6099484	96.7823646979151	KJ_124_125
other_genus	200845	3.186868600319758	KJ_124_125
Prochlorococcus	4862	0.07138364465920549	KJ_127_128
Synechococcus	568	0.008339348039166746	KJ_127_128
unclassified	6121428	89.87450455757116	KJ_127_128
other_genus	684226	10.045772449730467	KJ_127_128
Prochlorococcus	36872	1.7777306356235583	KJ10
Synechococcus	791	0.03813693135111289	KJ10
unclassified	1808748	87.20619255052179	KJ10
other_genus	227694	10.977939882503538	KJ10
Prochlorococcus	23194	1.3155454318062063	KJ11
Synechococcus	912	0.05172792247164182	KJ11
unclassified	1603230	90.9339442370727	KJ11
other_genus	135735	7.698782408649453	KJ11
Prochlorococcus	30939	1.2189438026681312	KJ13
Synechococcus	332	0.013080233442768659	KJ13
unclassified	2452852	96.63818301374094	KJ13
other_genus	54058	2.129792950148157	KJ13
Prochlorococcus	17503	0.6518028943280897	KJ14
Synechococcus	409	0.015230953766793615	KJ14
unclassified	2580217	96.0859800373959	KJ14
other_genus	87192	3.246986114509215	KJ14
Prochlorococcus	163893	4.820207974829146	KJ16
Synechococcus	1325	0.038969178467955425	KJ16
unclassified	3029606	89.10283539742532	KJ16
other_genus	205299	6.03798744927757	KJ16
Prochlorococcus	25492	0.9387264812044805	KJ17
Synechococcus	917	0.03376793438194369	KJ17
unclassified	2535849	93.38100614451203	KJ17
other_genus	153336	5.646499439901547	KJ17
Prochlorococcus	610480	15.070941901775715	KJ19
Synechococcus	4162	0.10274744495346369	KJ19
unclassified	3125881	77.16873762099425	KJ19
other_genus	310186	7.657573032276571	KJ19
Prochlorococcus	658346	19.84169345746058	KJ20
Synechococcus	5075	0.1529539091854624	KJ20
unclassified	2436321	73.42755093214483	KJ20
other_genus	218251	6.577801701209135	KJ20
Prochlorococcus	22642	0.9504607690412235	KJ7374
Synechococcus	533	0.022374153780539356	KJ7374
unclassified	2299264	96.51798558735092	KJ7374
other_genus	59774	2.509179489827316	KJ7374
Prochlorococcus	37858	1.1812732401890012	KJ7677
Synechococcus	997	0.031109129390576213	KJ7677
unclassified	2967433	92.59203325462963	KJ7677
other_genus	198559	6.195584375790794	KJ7677
Prochlorococcus	764679	16.999832820382395	KJ7980
Synechococcus	7271	0.16164401590340574	KJ7980
unclassified	3415952	75.94116344564306	KJ7980
other_genus	310254	6.897359718071138	KJ7980
Prochlorococcus	84397	3.0960185034033567	KJ8283
Synechococcus	1328	0.04871633556310838	KJ8283
unclassified	2462625	90.33890501965345	KJ8283
other_genus	177635	6.516360141380089	KJ8283
Prochlorococcus	17925	0.6798871368388074	KJ8586
Synechococcus	672	0.025488655841320977	KJ8586
unclassified	2537456	96.2445575840699	KJ8586
other_genus	80414	3.0500666232499785	KJ8586
Prochlorococcus	39105	1.2584475767522687	KJ88
Synechococcus	897	0.02886657655918131	KJ88
unclassified	2878804	92.64349617043187	KJ88
other_genus	188594	6.069189676256678	KJ88
Prochlorococcus	499656	13.3068079224691	KJ91
Synechococcus	4034	0.10743324038786756	KJ91
unclassified	2930169	78.03608095044062	KJ91
other_genus	321031	8.549677886702407	KJ91
Prochlorococcus	431364	12.240849882135807	KJ92
Synechococcus	2920	0.08286106781241957	KJ92
unclassified	2836817	80.50057733165228	KJ92
other_genus	252870	7.175711718399498	KJ92
Prochlorococcus	4766316	15.23057647073485	SRR9178338
Synechococcus	36759	0.11746194765259843	SRR9178338
unclassified	24931843	79.66872976274661	SRR9178338
other_genus	1559472	4.983231818865938	SRR9178338
Prochlorococcus	2580836	13.16254831908269	SRR23969212
Synechococcus	9380	0.0478390348061619	SRR23969212
unclassified	16386817	83.57457450162104	SRR23969212
other_genus	630386	3.2150381444901033	SRR23969212
Prochlorococcus	3640611	17.36383647384787	SRR23969210
Synechococcus	115769	0.5521584109757659	SRR23969210
unclassified	16134766	76.95451075871618	SRR23969210
other_genus	1075482	5.129494356460181	SRR23969210
Prochlorococcus	10390581	19.38869464580627	SRR9178353
Synechococcus	53336	0.0995243112612012	SRR9178353
unclassified	41257832	76.9866003061787	SRR9178353
other_genus	1889177	3.52518073675383	SRR9178353
Prochlorococcus	3694029	17.2516618487864	SRR23969208
Synechococcus	23520	0.1098418790657724	SRR23969208
unclassified	16889356	78.87579078447183	SRR23969208
other_genus	805693	3.7627054876759933	SRR23969208
Prochlorococcus	2353719	12.074527917573967	SRR23969214
Synechococcus	31210	0.16010662968157352	SRR23969214
unclassified	15908123	81.60832932040763	SRR23969214
other_genus	1200207	6.157036132336825	SRR23969214
Prochlorococcus	3641974	17.57174335421983	SRR23969204
Synechococcus	39556	0.19084921532100985	SRR23969204
unclassified	16194989	78.13734813384534	SRR23969204
other_genus	849791	4.1000592966138205	SRR23969204
Prochlorococcus	3182825	12.811234416015285	SRR23969200
Synechococcus	25982	0.10458051969458237	SRR23969200
unclassified	20424121	82.20942146428426	SRR23969200
other_genus	1211087	4.874763600005877	SRR23969200
Prochlorococcus	3716853	12.486261461771397	SRR23969198
Synechococcus	29617	0.09949427801241627	SRR23969198
unclassified	24718175	83.03734258735042	SRR23969198
other_genus	1302896	4.376901672865756	SRR23969198
Prochlorococcus	7707666	18.069694606349252	SRR9178337
Synechococcus	53932	0.12643707829447043	SRR9178337
unclassified	33387370	78.27266770630523	SRR9178337
other_genus	1506241	3.531200609051054	SRR9178337
Prochlorococcus	5359554	15.160317576247326	SRR9178318
Synechococcus	29911	0.08460783472339933	SRR9178318
unclassified	27953720	79.07136911718707	SRR9178318
other_genus	2009333	5.683705471842203	SRR9178318
Prochlorococcus	4109078	14.485052073108607	SRR23969230
Synechococcus	26048	0.09182269998289957	SRR23969230
unclassified	23042908	81.2293468987084	SRR23969230
other_genus	1189679	4.193778328200091	SRR23969230
Prochlorococcus	2575848	15.25351252688694	SRR23969225
Synechococcus	27674	0.16387834440117163	SRR23969225
unclassified	13304800	78.78762002560917	SRR23969225
other_genus	978595	5.794989103102716	SRR23969225
Prochlorococcus	2827721	15.183944412259207	SRR23969224
Synechococcus	19008	0.10206679350198375	SRR23969224
unclassified	15026025	80.68487956811055	SRR23969224
other_genus	750345	4.029109226128261	SRR23969224
Prochlorococcus	2190103	10.300763927988536	SRR23969223
Synechococcus	48097	0.22621577279445973	SRR23969223
unclassified	17911360	84.24292875230833	SRR23969223
other_genus	1111999	5.230091546908673	SRR23969223
Prochlorococcus	5371451	18.219915487177985	SRR9178335
Synechococcus	47358	0.1606379277483449	SRR9178335
unclassified	23074180	78.26741964804901	SRR9178335
other_genus	988218	3.352026937024661	SRR9178335
Prochlorococcus	3581662	13.80639274722068	SRR9178375
Synechococcus	29135	0.11230798793696183	SRR9178375
unclassified	21323399	82.19626008810789	SRR9178375
other_genus	1007859	3.8850391767344568	SRR9178375
Prochlorococcus	3065508	16.126421980568804	SRR23969167
Synechococcus	18849	0.09915711455058718	SRR23969167
unclassified	15144927	79.67145532385169	SRR23969167
other_genus	779942	4.102965581028918	SRR23969167
Prochlorococcus	3356333	15.780523349848266	SRR9178407
Synechococcus	26145	0.12292635533535645	SRR9178407
unclassified	17019925	80.02284751696756	SRR9178407
other_genus	866429	4.073702777848826	SRR9178407
Prochlorococcus	1948581	14.935952835471051	SRR23969156
Synechococcus	22987	0.1761962924964233	SRR23969156
unclassified	10611357	81.33648417609818	SRR23969156
other_genus	463320	3.5513666959343473	SRR23969156
Prochlorococcus	2766	14.651975844898823	SRR9178366
Synechococcus	13	0.06886322703676237	SRR9178366
unclassified	15304	81.06790973620087	SRR9178366
other_genus	795	4.211251191863545	SRR9178366
Prochlorococcus	6798161	18.573152829221417	SRR9178368
Synechococcus	54331	0.14843690321021064	SRR9178368
unclassified	28533321	77.95545466755391	SRR9178368
other_genus	1216271	3.322955600014469	SRR9178368
Prochlorococcus	3734768	16.638079467690943	SRR9178159
Synechococcus	51346	0.22874214097048573	SRR9178159
unclassified	17911070	79.79232070409064	SRR9178159
other_genus	749926	3.3408576872479356	SRR9178159
Prochlorococcus	3962338	16.391051332128832	SRR9178156
Synechococcus	39800	0.1646411394027283	SRR9178156
unclassified	18874693	78.07916988433918	SRR9178156
other_genus	1296957	5.365137644129252	SRR9178156
Prochlorococcus	6066513	17.330520994653504	SRR9178219
Synechococcus	35006	0.100003448099236	SRR9178219
unclassified	27138176	77.52702894143668	SRR9178219
other_genus	1765098	5.042446615810584	SRR9178219
Prochlorococcus	2666085	18.06855843728353	SRR9178224
Synechococcus	9651	0.06540663837732982	SRR9178224
unclassified	11298230	76.57022525270946	SRR9178224
other_genus	781417	5.295809671629669	SRR9178224
Prochlorococcus	4127108	13.785220199017697	SRR9178194
Synechococcus	47981	0.16026443949832864	SRR9178194
unclassified	24563904	82.04748351328136	SRR9178194
other_genus	1199651	4.007031848202611	SRR9178194
Prochlorococcus	3111284	14.837842573367174	SRR9178100
Synechococcus	28033	0.13369054090182764	SRR9178100
unclassified	17055273	81.33730505469757	SRR9178100
other_genus	773984	3.6911618310334315	SRR9178100
Prochlorococcus	2278412	15.555813937769289	SRR9178093
Synechococcus	16033	0.10946499793024922	SRR9178093
unclassified	11603802	79.22473410547133	SRR9178093
other_genus	748444	5.109986958829131	SRR9178093
Prochlorococcus	4828947	13.303737495892298	SRR9178092
Synechococcus	37128	0.1022875516644704	SRR9178092
unclassified	29775181	82.03055281341459	SRR9178092
other_genus	1656416	4.563422139028641	SRR9178092
Prochlorococcus	2506899	12.922949159523403	SRR9178279
Synechococcus	32308	0.1665462555315879	SRR9178279
unclassified	16155955	83.28320570096679	SRR9178279
other_genus	703653	3.6272988839782223	SRR9178279
Prochlorococcus	4957713	17.64482163729151	SRR9178285
Synechococcus	59401	0.2114120059141691	SRR9178285
unclassified	21780476	77.51812462627595	SRR9178285
other_genus	1299679	4.625641730518364	SRR9178285
Prochlorococcus	3590082	17.358327012677428	SRR9178494
Synechococcus	18570	0.08978740113050895	SRR9178494
unclassified	16003669	77.3789902026328	SRR9178494
other_genus	1069868	5.172895383559255	SRR9178494
Prochlorococcus	1785649	15.561700895339714	SRR9178438
Synechococcus	12330	0.1074543608735752	SRR9178438
unclassified	9098960	79.29626369945059	SRR9178438
other_genus	577700	5.0345810443361225	SRR9178438
Prochlorococcus	3470562	16.501302369540884	SRR23969139
Synechococcus	25294	0.12026407888266141	SRR23969139
unclassified	16159557	76.8330132741703	SRR23969139
other_genus	1376636	6.545420277406162	SRR23969139
Prochlorococcus	736357	1.5611229861710219	ERR598979
Synechococcus	536598	1.13762138763317	ERR598979
unclassified	43118943	91.41486134673546	ERR598979
other_genus	2776519	5.886394279460343	ERR598979
Prochlorococcus	13027845	6.488708191058072	ERR599126
Synechococcus	593195	0.2954494204831799	ERR599126
unclassified	179577417	89.4411513659359	ERR599126
other_genus	7578718	3.774691022522854	ERR599126
Prochlorococcus	8906040	4.495528186047683	ERR598976
Synechococcus	955103	0.4821101698486309	ERR598976
unclassified	173590980	87.62403306448654	ERR598976
other_genus	14656745	7.398328579617143	ERR598976
Prochlorococcus	1934984	4.628693318161619	ERR599119
Synechococcus	640344	1.5317728695042874	ERR599119
unclassified	35470267	84.84875733148624	ERR599119
other_genus	3758514	8.990776480847853	ERR599119
Prochlorococcus	1512226	3.5427603968460653	ERR599135
Synechococcus	181045	0.42414232796354234	ERR599135
unclassified	39975541	93.65251192433945	ERR599135
other_genus	1016152	2.380585350850946	ERR599135
Prochlorococcus	36792345	21.261457390701246	ERR599139
Synechococcus	742284	0.42894900115225826	ERR599139
unclassified	126713244	73.22469492345569	ERR599139
other_genus	8799272	5.084898684690811	ERR599139
Prochlorococcus	3726155	2.947827980617643	ERR588857
Synechococcus	10462602	8.27715189670481	ERR588857
unclassified	103577368	81.94191158154463	ERR588857
other_genus	8637282	6.833108541132914	ERR588857
Prochlorococcus	3954109	10.863074989113187	ERR599141
Synechococcus	44239	0.12153726021295272	ERR599141
unclassified	29456600	80.92575463253831	ERR599141
other_genus	2944589	8.08963311813554	ERR599141
Prochlorococcus	1839895	1.8795429434386488	ERR599146
Synechococcus	1232346	1.2589018548204356	ERR599146
unclassified	87889994	89.78393768207707	ERR599146
other_genus	6928319	7.077617519663848	ERR599146
Prochlorococcus	6317184	14.902987139736029	ERR598970
Synechococcus	452463	1.0674139411178118	ERR598970
unclassified	33186457	78.29079252470764	ERR598970
other_genus	2432606	5.7388063944385195	ERR598970
Prochlorococcus	1578586	5.2550877363753505	ERR599010
Synechococcus	77161	0.2568677441878101	ERR599010
unclassified	27448569	91.3758504971871	ERR599010
other_genus	934878	3.1121940222497315	ERR599010
Prochlorococcus	50516	0.04496264765162154	ERR599314
Synechococcus	126254	0.11237457670060629	ERR599314
unclassified	111776345	99.48848713320709	ERR599314
other_genus	397920	0.3541756424406771	ERR599314
Prochlorococcus	3508119	7.452285060117698	ERR599069
Synechococcus	1525164	3.239900610962555	ERR599069
unclassified	38850881	82.53079215634091	ERR599069
other_genus	3190243	6.777022172578828	ERR599069
Prochlorococcus	3394455	7.437093938215937	ERR599080
Synechococcus	1484068	3.2515243615544316	ERR599080
unclassified	37672086	82.53779838900485	ERR599080
other_genus	3091614	6.773583311224785	ERR599080
Prochlorococcus	1884736	4.619895192373521	ERR599066
Synechococcus	622374	1.5255731574386429	ERR599066
unclassified	34626790	84.87774449489348	ERR599066
other_genus	3662177	8.976787155294367	ERR599066
Prochlorococcus	6324681	15.124650865993905	ERR599088
Synechococcus	420415	1.0053677163839294	ERR599088
unclassified	32659286	78.10042882520756	ERR599088
other_genus	2412656	5.769552592414604	ERR599088
Prochlorococcus	1880221	4.622460422499277	ERR599091
Synechococcus	625086	1.5367530176816355	ERR599091
unclassified	34516231	84.85699911411616	ERR599091
other_genus	3654224	8.983787445702923	ERR599091
Prochlorococcus	14810947	10.16571345917412	ERR599012
Synechococcus	1639229	1.1251091714775923	ERR599012
unclassified	118250608	81.16306116692759	ERR599012
other_genus	10994322	7.546116202420691	ERR599012
Prochlorococcus	13113969	8.562166042742664	ERR599038
Synechococcus	649458	0.424033885834835	ERR599038
unclassified	128250244	83.73512886527801	ERR599038
other_genus	11148145	7.2786712061444865	ERR599038
Prochlorococcus	6058884	20.769065915058206	ERR599098
