sample_name	genus	clade	alignment_length	genome_equivalents	depth	filter size (um)	cell_state	binned_depth
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-I	106	0.0002949321974959	5.0	1.2	Free-living	5
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-VI	86	0.0002392846130627	5.0	1.2	Free-living	5
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-VII	100	0.0002782379221659	5.0	1.2	Free-living	5
KJ15	Synechococcus	Synechococcus subsubclade 5.2A	80	0.0002225903377327	5.0	1.2	Free-living	5
KJ15	Synechococcus	Synechococcus subsubclade 5.2B	198	0.0005509110858886	5.0	1.2	Free-living	5
KJ15	Synechococcus	Synechococcus subsubclade 5.2C	45	0.0001252070649746	5.0	1.2	Free-living	5
KJ15	Synechococcus	Synechococcus subsubclade 5.3	5425	0.0150944072775047	5.0	1.2	Free-living	5
KJ15	Synechococcus	unclassified	1090	0.0030327933516092	5.0	1.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-I	408	0.0011352107224372	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-II	212	0.0005898643949918	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-III	424	0.0011797287899837	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade HLI	95494	0.2657005213931864	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	4612354	12.833317932539732	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	14331	0.0398742766256074	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade LLI	5458	0.0151862257918195	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	6868	0.0191093804943599	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade LLIV	2151	0.0059848977057903	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade LLVII	8103	0.0225456188331098	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	Prochlorococcus subclade LLVIII	661	0.0018391526655171	5.0	0.2	Free-living	5
KJ18	Prochlorococcus	unclassified	1569878	4.367995927740934	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	462	0.0012854592004068	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	10619	0.029546084954806	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-II	180123	0.5011704925430386	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-III	5220	0.0145240195370644	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-IV	1024	0.0028491563229796	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	699	0.0019448830759402	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	720	0.002003313039595	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-HK1	49	0.0001363365818613	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-I	930	0.0025876126761436	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-IX	322	0.0008959261093744	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-V	50	0.0001391189610829	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VI	79	0.0002198079585111	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VII	825	0.0022954628578693	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VIII	49	0.0001363365818613	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-XVI	200	0.0005564758443319	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.2A	233	0.0006482943586467	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.2B	327	0.0009098380054827	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.2C	585	0.001627691844671	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade 5.3	2534	0.007050548947686	5.0	0.2	Free-living	5
KJ18	Synechococcus	Synechococcus subsubclade RSCCF101	428	0.0011908583068704	5.0	0.2	Free-living	5
KJ18	Synechococcus	unclassified	42581	0.1184764896374984	5.0	0.2	Free-living	5
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-I	335	0.000932097039256	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-II	49	0.0001363365818613	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-III	49	0.0001363365818613	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade HLI	2294	0.0063827779344877	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	78616	0.2187395248900114	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	670	0.0018641940785121	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade LLI	22358	0.0622084346378711	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1431	0.0039815846661952	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade LLIV	1294	0.0036003987128278	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade LLVII	5033	0.014003714622614	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	Prochlorococcus subclade LLVIII	590	0.0016416037407793	75.0	20.0	Particle-bound	75
KJ21	Prochlorococcus	unclassified	31327	0.0871635938769383	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	72	0.0002003313039595	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	811	0.0022565095487661	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-II	2480	0.0069003004697164	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-III	565	0.0015720442602378	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-IV	149	0.0004145745040273	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	48	0.0001335542026396	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	307	0.0008541904210495	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-HK1	145	0.0004034449871406	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-I	563	0.0015664795017945	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-IX	294	0.0008180194911679	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-VI	50	0.0001391189610829	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-VII	50	0.0001391189610829	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-XVI	47	0.000130771823418	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.2A	377	0.0010489569665657	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.2B	193	0.0005369991897803	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.2C	318	0.0008847965924878	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade 5.3	13177	0.0366634110038119	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	Synechococcus subsubclade RSCCF101	98	0.0002726731637226	75.0	20.0	Particle-bound	75
KJ21	Synechococcus	unclassified	1416	0.0039398489778703	75.0	20.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade AMZ-I	32	8.903613509311545e-05	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade AMZ-III	92	0.0002559788883927	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade HLI	1930	0.0053699918978035	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	36922	0.1027310056221252	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	540	0.0015024847796963	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade LLI	7301	0.0203141506973386	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	531	0.0014774433667013	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade LLVII	997	0.0027740320839948	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	Prochlorococcus subclade LLVIII	116	0.0003227559897125	75.0	5.0	Particle-bound	75
KJ24	Prochlorococcus	unclassified	12497	0.0347713931330832	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	50	0.0001391189610829	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	49	0.0001363365818613	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	124	0.0003450150234858	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-II	706	0.0019643597304918	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-IV	49	0.0001363365818613	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-I	259	0.0007206362184099	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-IX	86	0.0002392846130627	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-V	49	0.0001363365818613	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-VII	240	0.0006677710131983	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-VIII	145	0.0004034449871406	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-XVI	147	0.0004090097455839	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.2B	43	0.0001196423065313	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.2C	97	0.000269890784501	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade 5.3	3944	0.0109737036502264	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	Synechococcus subsubclade RSCCF101	36	0.0001001656519797	75.0	5.0	Particle-bound	75
KJ24	Synechococcus	unclassified	615	0.0017111632213208	75.0	5.0	Particle-bound	75
KJ27	Prochlorococcus	Prochlorococcus subclade AMZ-II	49	0.0001363365818613	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade AMZ-III	145	0.0004034449871406	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade HLI	2997	0.0083387905273145	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	62762	0.174627684709816	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	323	0.0008987084885961	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade LLI	13000	0.0361709298815781	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	821	0.0022843333409827	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade LLVII	1379	0.0038369009466689	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	Prochlorococcus subclade LLVIII	480	0.0013355420263967	75.0	1.2	Free-living	75
KJ27	Prochlorococcus	unclassified	22098	0.0614850160402395	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	440	0.0012242468575303	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	322	0.0008959261093744	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-II	3173	0.0088284892703267	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-III	567	0.0015776090186811	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-IV	189	0.0005258696728937	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	372	0.0010350450704574	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	140	0.0003895330910323	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-I	280	0.0007790661820647	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-VII	48	0.0001335542026396	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-XVI	178	0.0004952635014554	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.2A	188	0.000523087293672	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.2B	90	0.0002504141299493	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.2C	275	0.0007651542859564	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade 5.3	4882	0.0135835753601434	75.0	1.2	Free-living	75
KJ27	Synechococcus	Synechococcus subsubclade RSCCF101	114	0.0003171912312692	75.0	1.2	Free-living	75
KJ27	Synechococcus	unclassified	1652	0.004596490474182	75.0	1.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade AMZ-I	642	0.0017862874603056	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade AMZ-II	344	0.0009571384522509	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade AMZ-III	824	0.0022926804786477	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade HLI	86335	0.2402167101020038	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	2391426	6.653854012537147	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	20597	0.057308664828528	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade LLI	348312	0.9691360714547884	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	9564	0.0266106748759548	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade LLIV	1919	0.0053393857263652	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade LLVII	10752	0.0299161413912867	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	Prochlorococcus subclade LLVIII	2496	0.006944818537263	75.0	0.2	Free-living	75
KJ30	Prochlorococcus	unclassified	903835	2.5148117238089376	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	197	0.0005481287066669	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1452	0.0040400146298501	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	5787	0.0161016285557455	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-II	74327	0.2068059004083122	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-III	13277	0.0369416489259779	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-IV	2178	0.0060600219447751	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1917	0.0053338209679219	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1345	0.0037423000531325	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-HK1	239	0.0006649886339767	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-I	1876	0.0052197434198338	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-IX	243	0.0006761181508633	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-V	196	0.0005453463274453	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-VI	113	0.0003144088520475	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-VII	284	0.0007901956989513	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-VIII	192	0.0005342168105586	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.1B-XVI	545	0.0015163966758046	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.2A	769	0.0021396496214564	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.2B	432	0.001201987823757	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.2C	494	0.0013744953354999	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade 5.3	7821	0.0217609878926017	75.0	0.2	Free-living	75
KJ30	Synechococcus	Synechococcus subsubclade RSCCF101	295	0.0008208018703896	75.0	0.2	Free-living	75
KJ30	Synechococcus	unclassified	21856	0.0608116802685978	75.0	0.2	Free-living	75
KJ33	Prochlorococcus	Prochlorococcus subclade AMZ-I	474	0.0013188477510667	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade AMZ-II	217	0.0006037762911001	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade AMZ-III	609	0.0016944689459908	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade HLI	532	0.001480225745923	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	1694	0.0047133504014917	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	332	0.000923749901591	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade LLI	20209	0.056229101690524	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	2661	0.0074039111088368	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade LLIV	1506	0.0041902631078197	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade LLVII	8864	0.0246630094207929	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	Prochlorococcus subclade LLVIII	645	0.0017946345979706	150.0	20.0	Particle-bound	150
KJ33	Prochlorococcus	unclassified	3021	0.0084055676286344	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	95	0.0002643260260576	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	98	0.0002726731637226	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1A-II	172	0.0004785692261254	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1A-III	164	0.0004563101923522	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1A-IV	140	0.0003895330910323	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	79	0.0002198079585111	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	293	0.0008152371119463	150.0	20.0	Particle-bound	150
KJ33	Synechococcus	Synechococcus subsubclade 5.1B-I	381	0.0010600864834524	150.0	20.0	Particle-bound	150
