sample_name	genus	clade	alignment_length	genome_equivalents	depth	Filter size (um)	cell_state	binned_depth	Efficiency	Absolute Genome Equivalent
KJ15	Prochlorococcus	Prochlorococcus subclade LLI	222	0.0006176881872084	5.0	1.2	Free-living	5	1.9126309518221224e-06	322.95210250568294
KJ15	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	241	0.00067055339242	5.0	1.2	Free-living	5	1.9126309518221224e-06	350.5921473147646
KJ15	Prochlorococcus	Prochlorococcus subclade LLVII	727	0.0020227896941467	5.0	1.2	Free-living	5	1.9126309518221224e-06	1057.5953987462306
KJ15	Prochlorococcus	Prochlorococcus subclade LLVIII	43	0.0001196423065313	5.0	1.2	Free-living	5	1.9126309518221224e-06	62.55378562044044
KJ15	Prochlorococcus	unclassified	15447	0.0429794118369798	5.0	1.2	Free-living	5	1.9126309518221224e-06	22471.35642975674
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	50	0.0001391189610829	5.0	1.2	Free-living	5	1.9126309518221224e-06	72.73696002376431
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	284	0.0007901956989513	5.0	1.2	Free-living	5	1.9126309518221224e-06	413.14593293520505
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-II	3223	0.0089676082314097	5.0	1.2	Free-living	5	1.9126309518221224e-06	4688.624443134967
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-III	196	0.0005453463274453	5.0	1.2	Free-living	5	1.9126309518221224e-06	285.1288832933297
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-IV	131	0.0003644916780374	5.0	1.2	Free-living	5	1.9126309518221224e-06	190.5708352623681
KJ15	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	84	0.0002337198546194	5.0	1.2	Free-living	5	1.9126309518221224e-06	122.19809283999096
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	82	0.0002281550961761	5.0	1.2	Free-living	5	1.9126309518221224e-06	119.28861443904876
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-HK1	49	0.0001363365818613	5.0	1.2	Free-living	5	1.9126309518221224e-06	71.28222082331935
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-I	106	0.0002949321974959	5.0	1.2	Free-living	5	1.9126309518221224e-06	154.2023552504598
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-VI	86	0.0002392846130627	5.0	1.2	Free-living	5	1.9126309518221224e-06	125.10757124093317
KJ15	Synechococcus	Synechococcus subsubclade 5.1B-VII	100	0.0002782379221659	5.0	1.2	Free-living	5	1.9126309518221224e-06	145.4739200475809
KJ15	Synechococcus	Synechococcus subsubclade 5.2A	80	0.0002225903377327	5.0	1.2	Free-living	5	1.9126309518221224e-06	116.37913603805427
KJ15	Synechococcus	Synechococcus subsubclade 5.2B	198	0.0005509110858886	5.0	1.2	Free-living	5	1.9126309518221224e-06	288.0383616942719
KJ15	Synechococcus	Synechococcus subsubclade 5.2C	45	0.0001252070649746	5.0	1.2	Free-living	5	1.9126309518221224e-06	65.46326402138266
KJ15	Synechococcus	Synechococcus subsubclade 5.3	5425	0.0150944072775047	5.0	1.2	Free-living	5	1.9126309518221224e-06	7891.960162583682
KJ15	Synechococcus	unclassified	1090	0.0030327933516092	5.0	1.2	Free-living	5	1.9126309518221224e-06	1585.6657285190972
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-I	408	0.0011352107224372	5.0	0.2	Free-living	5	3.901794312986719e-06	290.9458139960808
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-II	212	0.0005898643949918	5.0	0.2	Free-living	5	3.901794312986719e-06	151.1777268802964
KJ18	Prochlorococcus	Prochlorococcus subclade AMZ-III	424	0.0011797287899837	5.0	0.2	Free-living	5	3.901794312986719e-06	302.3554537606185
KJ18	Prochlorococcus	Prochlorococcus subclade HLI	95494	0.2657005213931864	5.0	0.2	Free-living	5	3.901794312986719e-06	68097.00872976048
KJ18	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	4612354	12.833317932539732	5.0	0.2	Free-living	5	3.901794312986719e-06	3289081.1004120233
KJ18	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	14331	0.0398742766256074	5.0	0.2	Free-living	5	3.901794312986719e-06	10219.471716612532
KJ18	Prochlorococcus	Prochlorococcus subclade LLI	5458	0.0151862257918195	5.0	0.2	Free-living	5	3.901794312986719e-06	3892.1133646829403
KJ18	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	6868	0.0191093804943599	5.0	0.2	Free-living	5	3.901794312986719e-06	4897.587868934122
KJ18	Prochlorococcus	Prochlorococcus subclade LLIV	2151	0.0059848977057903	5.0	0.2	Free-living	5	3.901794312986719e-06	1533.8834458470008
KJ18	Prochlorococcus	Prochlorococcus subclade LLVII	8103	0.0225456188331098	5.0	0.2	Free-living	5	3.901794312986719e-06	5778.269438260504
KJ18	Prochlorococcus	Prochlorococcus subclade LLVIII	661	0.0018391526655171	5.0	0.2	Free-living	5	3.901794312986719e-06	471.36074277305454
KJ18	Prochlorococcus	unclassified	1569878	4.367995927740934	5.0	0.2	Free-living	5	3.901794312986719e-06	1119483.9033935007
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	462	0.0012854592004068	5.0	0.2	Free-living	5	3.901794312986719e-06	329.45334820143694
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	10619	0.029546084954806	5.0	0.2	Free-living	5	3.901794312986719e-06	7572.43529123637
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-II	180123	0.5011704925430386	5.0	0.2	Free-living	5	3.901794312986719e-06	128446.15895690462
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-III	5220	0.0145240195370644	5.0	0.2	Free-living	5	3.901794312986719e-06	3722.3949731852094
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-IV	1024	0.0028491563229796	5.0	0.2	Free-living	5	3.901794312986719e-06	730.2169449313301
KJ18	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	699	0.0019448830759402	5.0	0.2	Free-living	5	3.901794312986719e-06	498.45863721387303
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	720	0.002003313039595	5.0	0.2	Free-living	5	3.901794312986719e-06	513.4337894048335
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-HK1	49	0.0001363365818613	5.0	0.2	Free-living	5	3.901794312986719e-06	34.942021778933295
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-I	930	0.0025876126761436	5.0	0.2	Free-living	5	3.901794312986719e-06	663.1853113145914
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-IX	322	0.0008959261093744	5.0	0.2	Free-living	5	3.901794312986719e-06	229.61900026159825
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-V	50	0.0001391189610829	5.0	0.2	Free-living	5	3.901794312986719e-06	35.65512426420248
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VI	79	0.0002198079585111	5.0	0.2	Free-living	5	3.901794312986719e-06	56.335096337470155
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VII	825	0.0022954628578693	5.0	0.2	Free-living	5	3.901794312986719e-06	588.3095503597125
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-VIII	49	0.0001363365818613	5.0	0.2	Free-living	5	3.901794312986719e-06	34.942021778933295
KJ18	Synechococcus	Synechococcus subsubclade 5.1B-XVI	200	0.0005564758443319	5.0	0.2	Free-living	5	3.901794312986719e-06	142.62049705688682
KJ18	Synechococcus	Synechococcus subsubclade 5.2A	233	0.0006482943586467	5.0	0.2	Free-living	5	3.901794312986719e-06	166.15287907128248
KJ18	Synechococcus	Synechococcus subsubclade 5.2B	327	0.0009098380054827	5.0	0.2	Free-living	5	3.901794312986719e-06	233.18451268802104
KJ18	Synechococcus	Synechococcus subsubclade 5.2C	585	0.001627691844671	5.0	0.2	Free-living	5	3.901794312986719e-06	417.1649538914432
KJ18	Synechococcus	Synechococcus subsubclade 5.3	2534	0.007050548947686	5.0	0.2	Free-living	5	3.901794312986719e-06	1807.0016977109676
KJ18	Synechococcus	Synechococcus subsubclade RSCCF101	428	0.0011908583068704	5.0	0.2	Free-living	5	3.901794312986719e-06	305.20786370177206
KJ18	Synechococcus	unclassified	42581	0.1184764896374984	5.0	0.2	Free-living	5	3.901794312986719e-06	30364.616925900387
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-I	335	0.000932097039256	75.0	20.0	Particle-bound	75	3.751136590107674e-05	24.848389731104003
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-II	49	0.0001363365818613	75.0	20.0	Particle-bound	75	3.751136590107674e-05	3.6345405875339387
KJ21	Prochlorococcus	Prochlorococcus subclade AMZ-III	49	0.0001363365818613	75.0	20.0	Particle-bound	75	3.751136590107674e-05	3.6345405875339387
KJ21	Prochlorococcus	Prochlorococcus subclade HLI	2294	0.0063827779344877	75.0	20.0	Particle-bound	75	3.751136590107674e-05	170.155838934793
KJ21	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	78616	0.2187395248900114	75.0	20.0	Particle-bound	75	3.751136590107674e-05	5831.286588359946
KJ21	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	670	0.0018641940785121	75.0	20.0	Particle-bound	75	3.751136590107674e-05	49.69677946221067
KJ21	Prochlorococcus	Prochlorococcus subclade LLI	22358	0.0622084346378711	75.0	20.0	Particle-bound	75	3.751136590107674e-05	1658.3889480837447
KJ21	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1431	0.0039815846661952	75.0	20.0	Particle-bound	75	3.751136590107674e-05	106.14342001555619
KJ21	Prochlorococcus	Prochlorococcus subclade LLIV	1294	0.0036003987128278	75.0	20.0	Particle-bound	75	3.751136590107674e-05	95.98154122999965
KJ21	Prochlorococcus	Prochlorococcus subclade LLVII	5033	0.014003714622614	75.0	20.0	Particle-bound	75	3.751136590107674e-05	373.3192403482176
KJ21	Prochlorococcus	Prochlorococcus subclade LLVIII	590	0.0016416037407793	75.0	20.0	Particle-bound	75	3.751136590107674e-05	43.76283564582699
KJ21	Prochlorococcus	unclassified	31327	0.0871635938769383	75.0	20.0	Particle-bound	75	3.751136590107674e-05	2323.6582241980245
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	72	0.0002003313039595	75.0	20.0	Particle-bound	75	3.751136590107674e-05	5.34054943474478
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	811	0.0022565095487661	75.0	20.0	Particle-bound	75	3.751136590107674e-05	60.15535543858531
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-II	2480	0.0069003004697164	75.0	20.0	Particle-bound	75	3.751136590107674e-05	183.95225830788348
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-III	565	0.0015720442602378	75.0	20.0	Particle-bound	75	3.751136590107674e-05	41.90847820320708
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-IV	149	0.0004145745040273	75.0	20.0	Particle-bound	75	3.751136590107674e-05	11.051970358013541
KJ21	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	48	0.0001335542026396	75.0	20.0	Particle-bound	75	3.751136590107674e-05	3.5603662898280763
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	307	0.0008541904210495	75.0	20.0	Particle-bound	75	3.751136590107674e-05	22.77150939536918
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-HK1	145	0.0004034449871406	75.0	20.0	Particle-bound	75	3.751136590107674e-05	10.755273167192756
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-I	563	0.0015664795017945	75.0	20.0	Particle-bound	75	3.751136590107674e-05	41.76012960779803
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-IX	294	0.0008180194911679	75.0	20.0	Particle-bound	75	3.751136590107674e-05	21.807243525206296
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-VI	50	0.0001391189610829	75.0	20.0	Particle-bound	75	3.751136590107674e-05	3.708714885237135
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-VII	50	0.0001391189610829	75.0	20.0	Particle-bound	75	3.751136590107674e-05	3.708714885237135
KJ21	Synechococcus	Synechococcus subsubclade 5.1B-XVI	47	0.000130771823418	75.0	20.0	Particle-bound	75	3.751136590107674e-05	3.48619199212488
KJ21	Synechococcus	Synechococcus subsubclade 5.2A	377	0.0010489569665657	75.0	20.0	Particle-bound	75	3.751136590107674e-05	27.9637102347049
KJ21	Synechococcus	Synechococcus subsubclade 5.2B	193	0.0005369991897803	75.0	20.0	Particle-bound	75	3.751136590107674e-05	14.315639457023499
KJ21	Synechococcus	Synechococcus subsubclade 5.2C	318	0.0008847965924878	75.0	20.0	Particle-bound	75	3.751136590107674e-05	23.587426670123
KJ21	Synechococcus	Synechococcus subsubclade 5.3	13177	0.0366634110038119	75.0	20.0	Particle-bound	75	3.751136590107674e-05	977.394720856046
KJ21	Synechococcus	Synechococcus subsubclade RSCCF101	98	0.0002726731637226	75.0	20.0	Particle-bound	75	3.751136590107674e-05	7.269081175067877
KJ21	Synechococcus	unclassified	1416	0.0039398489778703	75.0	20.0	Particle-bound	75	3.751136590107674e-05	105.03080554998422
KJ24	Prochlorococcus	Prochlorococcus subclade AMZ-I	32	8.903613509311545e-05	75.0	5.0	Particle-bound	75	1.000941163076631e-05	8.895241636325725
KJ24	Prochlorococcus	Prochlorococcus subclade AMZ-III	92	0.0002559788883927	75.0	5.0	Particle-bound	75	1.000941163076631e-05	25.573819704435767
KJ24	Prochlorococcus	Prochlorococcus subclade HLI	1930	0.0053699918978035	75.0	5.0	Particle-bound	75	1.000941163076631e-05	536.4942611908928
KJ24	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	36922	0.1027310056221252	75.0	5.0	Particle-bound	75	1.000941163076631e-05	10263.440990513069
KJ24	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	540	0.0015024847796963	75.0	5.0	Particle-bound	75	1.000941163076631e-05	150.10720261299429
KJ24	Prochlorococcus	Prochlorococcus subclade LLI	7301	0.0203141506973386	75.0	5.0	Particle-bound	75	1.000941163076631e-05	2029.504974587939
KJ24	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	531	0.0014774433667013	75.0	5.0	Particle-bound	75	1.000941163076631e-05	147.60541590277154
KJ24	Prochlorococcus	Prochlorococcus subclade LLVII	997	0.0027740320839948	75.0	5.0	Particle-bound	75	1.000941163076631e-05	277.14237223176553
KJ24	Prochlorococcus	Prochlorococcus subclade LLVIII	116	0.0003227559897125	75.0	5.0	Particle-bound	75	1.000941163076631e-05	32.2452509316764
KJ24	Prochlorococcus	unclassified	12497	0.0347713931330832	75.0	5.0	Particle-bound	75	1.000941163076631e-05	3473.8698352863266
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	50	0.0001391189610829	75.0	5.0	Particle-bound	75	1.000941163076631e-05	13.898815056749665
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	49	0.0001363365818613	75.0	5.0	Particle-bound	75	1.000941163076631e-05	13.620838755620467
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	124	0.0003450150234858	75.0	5.0	Particle-bound	75	1.000941163076631e-05	34.46906134075995
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-II	706	0.0019643597304918	75.0	5.0	Particle-bound	75	1.000941163076631e-05	196.25126860143035
KJ24	Synechococcus	Synechococcus subsubclade 5.1A-IV	49	0.0001363365818613	75.0	5.0	Particle-bound	75	1.000941163076631e-05	13.620838755620467
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-I	259	0.0007206362184099	75.0	5.0	Particle-bound	75	1.000941163076631e-05	71.99586199401102
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-IX	86	0.0002392846130627	75.0	5.0	Particle-bound	75	1.000941163076631e-05	23.905961897620614
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-V	49	0.0001363365818613	75.0	5.0	Particle-bound	75	1.000941163076631e-05	13.620838755620467
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-VII	240	0.0006677710131983	75.0	5.0	Particle-bound	75	1.000941163076631e-05	66.71431227243636
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-VIII	145	0.0004034449871406	75.0	5.0	Particle-bound	75	1.000941163076631e-05	40.30656366459301
KJ24	Synechococcus	Synechococcus subsubclade 5.1B-XVI	147	0.0004090097455839	75.0	5.0	Particle-bound	75	1.000941163076631e-05	40.8625162668614
KJ24	Synechococcus	Synechococcus subsubclade 5.2B	43	0.0001196423065313	75.0	5.0	Particle-bound	75	1.000941163076631e-05	11.95298094880531
KJ24	Synechococcus	Synechococcus subsubclade 5.2C	97	0.000269890784501	75.0	5.0	Particle-bound	75	1.000941163076631e-05	26.963701210111733
KJ24	Synechococcus	Synechococcus subsubclade 5.3	3944	0.0109737036502264	75.0	5.0	Particle-bound	75	1.000941163076631e-05	1096.3385316771378
KJ24	Synechococcus	Synechococcus subsubclade RSCCF101	36	0.0001001656519797	75.0	5.0	Particle-bound	75	1.000941163076631e-05	10.007146840860958
KJ24	Synechococcus	unclassified	615	0.0017111632213208	75.0	5.0	Particle-bound	75	1.000941163076631e-05	170.95542519813378
KJ27	Prochlorococcus	Prochlorococcus subclade AMZ-II	49	0.0001363365818613	75.0	1.2	Free-living	75	2.354730150760526e-06	57.89902584687519
KJ27	Prochlorococcus	Prochlorococcus subclade AMZ-III	145	0.0004034449871406	75.0	1.2	Free-living	75	2.354730150760526e-06	171.33385199586294
KJ27	Prochlorococcus	Prochlorococcus subclade HLI	2997	0.0083387905273145	75.0	1.2	Free-living	75	2.354730150760526e-06	3541.2934788392863
KJ27	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	62762	0.174627684709816	75.0	1.2	Free-living	75	2.354730150760526e-06	74160.38082045839
KJ27	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	323	0.0008987084885961	75.0	1.2	Free-living	75	2.354730150760526e-06	381.66092548050017
KJ27	Prochlorococcus	Prochlorococcus subclade LLI	13000	0.0361709298815781	75.0	1.2	Free-living	75	2.354730150760526e-06	15360.966041011403
KJ27	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	821	0.0022843333409827	75.0	1.2	Free-living	75	2.354730150760526e-06	970.1040861284723
KJ27	Prochlorococcus	Prochlorococcus subclade LLVII	1379	0.0038369009466689	75.0	1.2	Free-living	75	2.354730150760526e-06	1629.444013119578
KJ27	Prochlorococcus	Prochlorococcus subclade LLVIII	480	0.0013355420263967	75.0	1.2	Free-living	75	2.354730150760526e-06	567.1741307450237
KJ27	Prochlorococcus	unclassified	22098	0.0614850160402395	75.0	1.2	Free-living	75	2.354730150760526e-06	26111.279044174637
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	440	0.0012242468575303	75.0	1.2	Free-living	75	2.354730150760526e-06	519.9096198496015
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	322	0.0008959261093744	75.0	1.2	Free-living	75	2.354730150760526e-06	380.4793127080976
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-II	3173	0.0088284892703267	75.0	1.2	Free-living	75	2.354730150760526e-06	3749.2573267791613
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-III	567	0.0015776090186811	75.0	1.2	Free-living	75	2.354730150760526e-06	669.9744419425585
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-IV	189	0.0005258696728937	75.0	1.2	Free-living	75	2.354730150760526e-06	223.3248139808528
KJ27	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	372	0.0010350450704574	75.0	1.2	Free-living	75	2.354730150760526e-06	439.55995132737536
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	140	0.0003895330910323	75.0	1.2	Free-living	75	2.354730150760526e-06	165.42578813393519
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-I	280	0.0007790661820647	75.0	1.2	Free-living	75	2.354730150760526e-06	330.85157626791283
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-VII	48	0.0001335542026396	75.0	1.2	Free-living	75	2.354730150760526e-06	56.71741307447265
KJ27	Synechococcus	Synechococcus subsubclade 5.1B-XVI	178	0.0004952635014554	75.0	1.2	Free-living	75	2.354730150760526e-06	210.32707348459476
